Mapping parameters for Megaptera novaeangliae (humpback whale)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."



Occurrence cells used for creating environmental envelope (n = 4984)
Genus,Species,Center Lat,Center Long,C-Square,Depth (m),Surface Water Temp. (°C),Bottom Water Temp. (°C),Surface Salinity (psu),Bottom Salinity (psu),Primary Production (mgC·m-3·day-1),Sea Ice Concentration (0-1 fraction),Dissolved Bottom Oxygen (mmol·m-3),Distance to Land (km)
Megaptera,novaeangliae,-65.75,79.75,3607:459:4,2879,-1.61717700958252,0.0389700010418892,33.8049812316895,34.6772651672363,1.61399994976819,0.648434996604919,230.210525512695,246
Megaptera,novaeangliae,-65.75,80.25,3608:350:3,2437,-1.64500594139099,0.317730009555817,33.8000411987305,34.678783416748,1.5940000303089599,0.656572997570038,228.030181884766,234
Megaptera,novaeangliae,-65.75,118.75,3611:458:4,973,-1.69756698608398,0.803820013999939,33.8336334228516,34.689884185791,1.6599999507889198,0.669282972812653,231.599456787109,190
Megaptera,novaeangliae,-65.75,119.25,3611:459:3,989,-1.68433105945587,0.762129008769989,33.8323822021484,34.6952438354492,1.6929999692365498,0.637960970401764,231.063034057617,181
Megaptera,novaeangliae,-65.75,140.75,3614:350:4,528,-1.55122697353363,0.788514971733093,34.0701217651367,34.6680221557617,2.24000005982816,0.611913025379181,253.62109375,134
Megaptera,novaeangliae,-65.75,141.25,3614:351:3,611,-1.54724097251892,1.26401495933533,34.064769744873,34.6947364807129,2.2579999640584,0.607816994190216,251.571258544922,134
Megaptera,novaeangliae,-65.75,142.25,3614:352:3,754,-1.53991305828094,1.43410503864288,34.056884765625,34.6918678283691,2.35600001178682,0.589965999126434,248.62744140625,134
Megaptera,novaeangliae,-65.75,142.75,3614:352:4,1068,-1.53593897819519,0.826157987117767,34.0429382324219,34.6773147583008,2.40399991162121,0.583880007266998,243.471084594727,134
Megaptera,novaeangliae,-65.75,143.25,3614:353:3,1298,-1.5305780172348,0.702337980270386,34.033447265625,34.6776428222656,2.49100010842085,0.579940021038055,243.378540039063,134
Megaptera,novaeangliae,-65.75,143.75,3614:353:4,1347,-1.52216601371765,0.804955005645752,34.022403717041,34.6782379150391,2.59099993854761,0.573810994625092,243.628326416016,134
Megaptera,novaeangliae,-65.75,164.25,3616:354:3,2754,-1.49108803272247,0.326680988073349,33.8554611206055,34.7070007324219,2.4210000410676,0.580587983131409,243.114395141602,129
Megaptera,novaeangliae,-65.75,178.25,3617:458:3,3876,-1.11168599128723,0.162817001342773,33.7679061889648,34.7014656066895,2.55599990487099,0.420240998268127,244.840408325195,643
Megaptera,novaeangliae,-65.75,-63.75,5606:353:4,72,-0.961043119430542,-0.94028115272522,33.0079727172852,33.8310432434082,9.05222725123167,0.290079683065414,355.153594970703,0
Megaptera,novaeangliae,-65.75,-64.75,5606:354:4,167,-0.949349999427795,-1.00832998752594,32.9427146911621,34.6744804382324,8.69399961084127,0.287557989358902,213.130325317383,9
Megaptera,novaeangliae,-65.75,-65.75,5606:455:4,20,-0.774497985839844,-0.900865972042084,33.040283203125,33.8223152160645,8.68500024080276,0.302273005247116,344.320007324219,46
Megaptera,novaeangliae,-65.75,-66.75,5606:456:4,320,-0.599391996860504,-0.936855018138885,33.2595558166504,34.6258277893066,6.31299987435341,0.280021995306015,212.313888549805,91
Megaptera,novaeangliae,-65.75,-67.75,5606:457:4,340,-0.605053007602692,-0.86711198091507,33.3370819091797,34.6250228881836,4.13799984380603,0.273667991161346,212.728286743164,129
Megaptera,novaeangliae,-65.25,71.25,3607:351:1,3117,-1.33296394348145,-0.0480119995772839,33.9216651916504,34.6725769042969,1.76799995824695,0.586513996124268,230.1201171875,309
Megaptera,novaeangliae,-65.25,71.75,3607:351:2,3138,-1.32173001766205,-0.0457240007817745,33.9231452941895,34.6732749938965,1.76599994301796,0.584748983383179,230.161437988281,315
Megaptera,novaeangliae,-65.25,78.25,3607:458:1,3436,-1.36311495304108,-0.0596689991652966,33.8360900878906,34.6720924377441,1.67200004216284,0.561689972877502,231.054351806641,315
Megaptera,novaeangliae,-65.25,78.75,3607:458:2,3437,-1.38973999023438,-0.0567450001835823,33.8262519836426,34.672492980957,1.62899994757026,0.574566006660461,231.088775634766,309
Megaptera,novaeangliae,-65.25,79.75,3607:459:2,3477,-1.43448805809021,-0.0813509970903397,33.8184776306152,34.6729278564453,1.55100005213171,0.600292980670929,231.273635864258,286
Megaptera,novaeangliae,-65.25,80.25,3608:350:1,3372,-1.45652294158936,-0.0553269982337952,33.8229370117188,34.6725692749023,1.5140000032261,0.614682018756866,231.235565185547,269
Megaptera,novaeangliae,-65.25,85.25,3608:455:1,2804,-1.57264995574951,-0.0239710006862879,33.9339370727539,34.6739845275879,1.6070000128820499,0.646838009357452,231.909057617188,190
Megaptera,novaeangliae,-65.25,85.75,3608:455:2,2979,-1.56336796283722,0.0323389992117882,33.9286956787109,34.6737518310547,1.61499995738268,0.642121970653534,231.198303222656,190
